id,nombre,apellido,genero,fecha_nacimiento,ocupacion,tipo_cuenta
RI-001-1069,Ugochukwu,Brown,F,2007-07-07,Student,Savings
LA-005-1295,Damilare,Oladele,M,2008-03-14,Student,Savings
LA-010-1177,Confidence,Adeyemi,F,1969-10-11,Data Analyst,Current
LA-011-1223,Oluwayemisi,Adewale,M,2002-01-01,Student,Savings
LA-005-1201,Omobolanle,Akinwale,M,1977-06-14,Lawyer,Savings
LA-010-1147,Deborah,Gbenga,F,1971-05-05,Lawyer,Current
LA-007-1186,Zainab,Ige,M,1962-12-01,Electrician,Savings
RI-006-1051,Chinyere,Nwadike,F,1960-03-01,Engineer,Current
LA-014-1059,David,Yusuf,M,1981-03-23,Mechanic,Current
KN-010-1132,Fati,Garba,M,1998-04-21,Construction Worker,Current
LA-002-1129,Bethel,Obi,M,1958-01-05,Engineer,Current
LA-004-1185,Bamidele,Akindele,M,1992-09-01,Farmer,Savings
LA-005-1115,Olusola,Okonkwo,F,1965-03-28,Health Professional,Savings
LA-011-1224,Ademiluyi,Alade,M,1978-01-30,Accountant,Savings
KN-010-1027,Musa,Ahmad,M,2003-03-30,Trader,Savings
LA-012-1154,Ben,Igwe,M,1976-10-30,Human Resources Specialist,Savings
LA-002-1142,Oluwatimilehin,Omololu,M,1971-02-18,Health Professional,Current
RI-002-1088,Solomon,Brown,F,2004-03-16,Student,Savings
LA-006-1215,Bala,Okoh,F,2004-02-16,Student,Savings
KN-010-1087,Sani,Yakubu,F,2001-01-02,Trader,Savings
KN-003-1156,Rukayya,Nura,M,2001-07-01,Trader,Current
KN-005-1065,Rabi,Mohammed,F,2006-04-24,Trader,Current
LA-004-1051,Pelumi,Akinwale,M,1960-07-26,Human Resources Specialist,Current
LA-007-1091,Kehinde,Adegbite,F,1994-09-12,Data Analyst,Savings
LA-008-1281,Babajide,Oluwakemi,M,1988-12-20,Electrician,Savings
KN-001-1086,Nafisat,Suleiman,F,1974-06-25,Lawyer,Savings
LA-008-1300,Zainab,Kehinde,M,1990-09-19,Lawyer,Savings
LA-008-1253,Adebayo,Okonkwo,F,2002-11-25,Student,Savings
KN-009-1187,Amina,Rukayat,F,1962-10-22,Accountant,Savings
LA-005-1029,Nifemi,Oluwadara,M,1988-02-04,Factory Worker,Savings
LA-014-1058,Adesanmi,Alabi,M,1986-04-21,Factory Worker,Savings
KN-004-1150,Ismaila,Tijjani,M,1977-06-04,Accountant,Savings
LA-010-1026,Akindele,Okafor,F,1962-02-04,Accountant,Savings
RI-007-1110,Adaku,Mbakwe,F,1983-01-22,Manager,Savings
KN-003-1170,Zainab,Nafisa,F,1980-11-04,Human Resources Specialist,Current
LA-003-1104,Lola,Okoro,M,1986-10-03,Accountant,Current
KN-003-1092,Khadija,Ahmed,F,1973-05-01,Trader,Current
KN-001-1098,Fadila,Adamu,M,1997-08-10,Plumber,Current
LA-006-1024,Oluwaseyi,Alabi,M,1979-01-02,Lawyer,Current
KN-008-1114,Abdulsalam,Musa,M,2001-07-29,Student,Savings
LA-002-1177,Nike,Adewale,F,2005-03-09,Student,Savings
LA-003-1073,Ashimiyu,Oluwatomi,F,1992-07-28,Manager,Savings
LA-009-1139,Omolara,Lawal,F,1970-11-13,Manager,Current
LA-001-1045,Oluwamayowa,Usman,F,1988-08-28,Farmer,Current
LA-008-1175,Chinasa,Ogunleye,F,2008-11-19,Student,Savings
LA-005-1294,Oluwafemi,Akindele,M,1960-04-28,Farmer,Savings
LA-014-1230,Chukwudi,Ekeinde,M,1978-03-08,Mechanic,Savings
LA-010-1158,Pamela,Eze,M,1990-11-17,Farmer,Current
LA-006-1054,Ngozi,Opeyemi,F,1970-02-26,Human Resources Specialist,Current
LA-008-1096,Nifemi,Oluwatomi,M,1982-02-20,Farmer,Savings
RI-001-1070,Onyekachi,Ugonna,M,1967-07-30,Electrician,Current
LA-006-1028,Bertha,Nnamdi,F,1985-07-06,Software Developer,Savings
KN-001-1167,Adamu,Amina,M,1973-12-27,Accountant,Current
LA-010-1275,Ebenezer,Oladejo,F,1970-11-11,Human Resources Specialist,Savings
KN-010-1185,Fatima,Zainab,M,1998-01-02,Electrician,Current
KN-005-1161,Sadiq,Rabi,F,1963-06-11,Marketing Executive,Savings
KN-005-1164,Nasiru,Danjuma,M,1986-08-19,Trader,Savings
KN-005-1198,Usman,Abdulrahman,F,2003-06-25,Student,Savings
LA-004-1211,Adetokunbo,Ilelaboye,F,1985-05-22,Health Professional,Current
LA-001-1066,Gbemisola,Adebisi,M,1994-08-05,Health Professional,Current
LA-008-1250,Ali,Hassan,M,1963-12-10,Manager,Savings
RI-004-1089,Ogechi,Amadi,M,1962-08-27,Health Professional,Current
LA-011-1268,Chukwuemeka,Peters,M,1973-12-04,Construction Worker,Current
KN-002-1046,Umar,Sani,M,1979-05-06,Lawyer,Current
KN-007-1037,Aisha,Bello,M,1980-11-09,Trader,Savings
LA-004-1079,Rasheed,Iloka,M,1999-01-03,Student,Savings
LA-009-1140,Adigun,Oluwapemi,M,1978-03-23,Construction Worker,Savings
RI-001-1109,Funke,Okoroafor,F,1988-07-25,Software Developer,Savings
KN-003-1042,Ibrahim,Mohammed,F,1997-07-29,Lawyer,Current
LA-013-1213,Bassey,Akinfenwa,M,1998-01-08,Student,Savings
KN-004-1110,Habiba,Umaru,F,1986-07-03,Marketing Executive,Savings
KN-007-1087,Shehu,Umaru,F,1990-03-26,Health Professional,Current
KN-007-1010,Umar,Abdullahi,M,1976-01-15,Health Professional,Savings
LA-012-1050,Christopher,Okonkwo,M,1970-02-05,Carpenter,Savings
LA-005-1217,Chinyere,Okpara,M,1995-05-17,Electrician,Current
LA-011-1155,Chidieze,Ibrahim,M,1976-03-07,Factory Worker,Current
LA-005-1012,Victoria,Adeyemo,M,1966-11-21,Mechanic,Current
LA-015-1095,Olajide,Alade,F,1980-11-04,Accountant,Current
LA-015-1124,Daniel,Daramola,M,1962-07-26,Carpenter,Current
RI-004-1066,Favour,Okoroafor,M,1960-05-01,Trader,Savings
KN-010-1056,Abdullahi,Ali,F,1970-08-26,Health Professional,Savings
KN-002-1024,Bello,Hassan,F,1991-11-20,Lawyer,Savings
LA-006-1160,Oluwabunmi,Akande,M,1973-02-12,Carpenter,Savings
LA-010-1205,Adesanmi,Oluwamayowa,M,1971-05-09,Engineer,Savings
LA-012-1182,Adesola,Obi,F,1964-03-27,Trader,Savings
KN-010-1165,Abdulsalam,Sadiq,F,1970-06-21,Marketing Executive,Current
KN-005-1043,Rukayya,Ibrahim,M,1991-08-26,Plumber,Current
LA-008-1026,Chiamaka,Nwosu,F,1986-05-11,Manager,Current
LA-009-1073,Chikamso,Abdullahi,M,1969-01-06,Electrician,Current
KN-006-1107,Ruqayya,Muhammad,F,1989-08-17,Health Professional,Current
RI-002-1061,Celestine,Akobo,F,1968-09-07,Software Developer,Savings
LA-012-1200,Olumide,Omololu,M,2000-03-02,Student,Savings
LA-013-1230,Nifemi,Balogun,M,2003-12-07,Student,Savings
LA-002-1021,Efosa,Edobor,M,1985-10-25,Manager,Savings
LA-015-1189,Kabirat,Adeleke,M,1972-07-15,Truck Driver,Current
KN-005-1032,Yusuf,Danjuma,F,1998-07-26,Engineer,Savings
LA-009-1282,Alex,Nwosu,M,1995-04-24,Manager,Savings
KN-002-1164,Khadija,Muhammad,F,1993-01-01,Health Professional,Savings
LA-014-1128,Omolabake,Adeyemo,M,1967-07-28,Manager,Current
KN-007-1113,Suleiman,Lawal,M,1989-04-10,Farmer,Current
RI-002-1015,Austin,Briggs,M,1989-11-28,Construction Worker,Current
KN-003-1123,Sani,Usman,M,1981-11-08,Factory Worker,Savings
KN-007-1008,Zainab,Abdullahi,F,1999-06-09,Student,Savings
KN-004-1028,Sani,Abubakar,F,1959-07-01,Accountant,Savings
KN-008-1013,Shehu,Mohammed,M,1977-10-07,Accountant,Savings
KN-002-1218,Hauwa,Khadija,F,1992-04-19,Lawyer,Current
KN-008-1009,Halima,Yusuf,F,1996-12-21,Human Resources Specialist,Savings
LA-013-1096,Chuka,Adesina,F,2000-07-16,Student,Savings
LA-005-1092,Folasade,Akinyemi,F,1958-06-04,Human Resources Specialist,Current
LA-011-1138,Chidiebube,Ekpoh,M,2002-05-01,Student,Savings
LA-005-1157,Adisa,Adebayo,F,1965-07-16,Human Resources Specialist,Current
KN-006-1017,Sani,Ibrahim,F,1995-07-03,Health Professional,Current
LA-008-1023,Oluwafemi,Oluwafemi,F,1970-05-18,Human Resources Specialist,Savings
LA-014-1148,Confidence,Adekunle,F,1984-01-20,Accountant,Savings
LA-008-1161,Folasade,Oni,F,1988-02-23,Marketing Executive,Savings
LA-002-1245,Chibueze,Yusuf,M,1971-06-26,Accountant,Current
KN-003-1071,Bello,Bala,M,1987-02-09,Farmer,Current
KN-009-1005,Ismaila,Ahmed,F,1967-01-18,Health Professional,Savings
LA-015-1020,Zainab,Okonkwo,M,1966-07-15,Manager,Current
LA-001-1116,Chris,Oladele,M,1963-02-06,Electrician,Savings
LA-001-1238,Asabe,Oni,F,1969-10-13,Engineer,Current
KN-003-1057,Aisha,Umaru,F,1985-07-23,Health Professional,Current
LA-014-1082,Chinedu,Oluwadamilola,F,1998-06-16,Student,Savings
LA-008-1114,Dayo,Onyeka,M,1979-06-24,Health Professional,Savings
LA-011-1052,Quadri,Nwosu,F,1994-05-11,Manager,Current
LA-012-1128,Aladejobi,Mohammed,M,1968-10-22,Lawyer,Savings
KN-009-1118,Shehu,Salisu,F,1965-11-23,Health Professional,Savings
LA-005-1112,Chibueze,Bolarinwa,F,1985-01-15,Marketing Executive,Savings
KN-006-1084,Ali,Bala,M,2000-10-14,Trader,Current
LA-008-1051,Christiana,Adenuga,F,1999-05-05,Student,Savings
LA-012-1198,Chibueze,Nnamdi,F,1975-06-13,Data Analyst,Current
KN-006-1146,Adamu,Sadiya,M,1984-12-16,Accountant,Current
LA-001-1100,Denrele,Ige,M,2000-03-10,Student,Savings
LA-007-1160,Nkechi,Akindele,M,1985-12-26,Welder,Savings
LA-013-1022,Nkechi,Adebayo,F,1988-05-26,Manager,Savings
LA-004-1190,Akpan,Nwosu,F,2000-07-18,Student,Savings
LA-003-1143,Opeyemi,Ekong,F,1972-11-19,Accountant,Current
KN-007-1001,Khadija,Abubakar,M,1973-10-22,Carpenter,Current
LA-001-1250,Adeniyi,Ekpoh,M,1999-06-09,Student,Savings
LA-004-1008,Christopher,Okafor,M,1976-09-19,Truck Driver,Savings
KN-002-1127,Fati,Aliyu,F,1977-09-17,Accountant,Current
LA-010-1230,Lagos,Nnamdi,F,1992-01-16,Manager,Savings
RI-002-1002,Vincent,Alero,M,1964-03-31,Carpenter,Current
LA-004-1239,Elizabeth,Oluwagbemiga,F,2000-01-29,Student,Savings
LA-008-1232,Austin,Adeyemi,F,1997-08-25,Health Professional,Savings
KN-002-1033,Aisha,Farouq,F,1992-07-19,Marketing Executive,Current
LA-002-1068,Oladimeji,Amosun,F,1997-01-17,Lawyer,Savings
KN-004-1177,Lawal,Ismaila,F,1994-05-13,Trader,Current
LA-014-1023,Olamide,Ige,M,1964-04-03,Construction Worker,Savings
KN-005-1079,Abdulsalam,Bello,M,2002-04-25,Student,Savings
LA-013-1154,Oluwaseyi,Adewumi,M,1961-09-21,Accountant,Current
LA-010-1120,Oluwayemisi,Oluwabukola,M,1996-04-21,Truck Driver,Current
KN-006-1096,Halima,Yakubu,M,1979-09-09,Welder,Current
LA-013-1128,Rukayat,Fagbuyi,M,1970-12-24,Electrician,Savings
LA-012-1142,Oluwadamilola,Omotayo,F,2007-05-12,Student,Savings
KN-004-1020,Lawal,Ibrahim,F,1998-04-25,Human Resources Specialist,Savings
LA-011-1188,Ngozi,Okoro,M,1961-07-06,Mechanic,Current
LA-010-1231,Oluwatosin,Obi,F,1983-12-17,Software Developer,Savings
LA-008-1139,Chinazo,Akande,F,1980-05-04,Data Analyst,Current
KN-004-1103,Zara,Abdullahi,M,1977-12-02,Farmer,Savings
KN-005-1141,Fadila,Abdullahi,M,1958-09-05,Truck Driver,Savings
LA-004-1063,Chinazo,Akinwande,F,1977-04-09,Software Developer,Current
LA-003-1190,Folasade,Balogun,M,1994-02-11,Marketing Executive,Savings
LA-011-1243,Damilare,Eko,M,1980-06-01,Construction Worker,Current
LA-003-1252,Destiny,Okeke,F,1968-03-21,Lawyer,Savings
KN-009-1117,Zara,Mustapha,F,1985-09-18,Lawyer,Savings
LA-007-1274,Alfred,Okpara,F,1991-06-21,Manager,Current
LA-011-1015,Ngozi,Ademola,M,2003-07-24,Student,Savings
KN-007-1123,Rukayat,Abdullahi,F,1976-03-13,Accountant,Current
LA-009-1058,Oluwasegun,Dosunmu,F,1986-09-27,Manager,Savings
LA-009-1276,Chukwuma,Nkechi,F,1995-12-01,Software Developer,Savings
KN-002-1243,Lawal,Sadiq,M,1962-02-19,Engineer,Current
KN-009-1043,Ahmad,Bala,M,1958-07-30,Carpenter,Current
LA-001-1143,Nwachukwu,Akindele,M,1988-02-05,Lawyer,Savings
KN-004-1189,Bello,Rukayya,M,1975-07-01,Human Resources Specialist,Current
LA-014-1104,Niyi,Okonkwo,F,1980-08-03,Accountant,Savings
LA-007-1266,Nwachukwu,Adejumo,F,2003-12-28,Student,Savings
LA-013-1023,Oluwakanyinsola,Eko,F,1980-09-08,Health Professional,Savings
LA-009-1284,Adeleye,Adetayo,M,1985-12-03,Software Developer,Savings
LA-004-1191,Ifeoluwa,Nnamdi,M,1968-05-18,Lawyer,Current
LA-007-1180,Oluwaseyi,Adegoke,M,2003-04-14,Student,Savings
LA-014-1125,Celestine,Akande,F,1996-06-23,Lawyer,Savings
LA-014-1141,Chukwuka,Adeyemi,F,1979-11-30,Lawyer,Savings
LA-007-1065,Chinazo,Adetunji,F,1985-10-04,Marketing Executive,Current
KN-008-1019,Ahmad,Ibrahim,M,1976-03-11,Health Professional,Current
LA-013-1082,Ajayi,Bala,F,1994-12-28,Engineer,Current
KN-004-1041,Amina,Danjuma,M,1978-12-27,Farmer,Current
KN-007-1134,Bello,Umaru,M,1960-08-19,Farmer,Current
LA-007-1153,Oluwaseun,Alaka,M,1985-08-30,Farmer,Current
KN-002-1030,Fatima,Garba,F,2000-04-22,Student,Savings
LA-011-1237,Oluwadamilare,Nwosu,M,1989-07-21,Engineer,Current
RI-001-1063,Emeka,Wobo,M,1988-10-17,Accountant,Savings
LA-004-1242,Efosa,Oluwadamilola,F,1990-09-02,Software Developer,Savings
LA-001-1223,Aremu,Dokpesi,M,1998-05-29,Student,Savings
LA-010-1181,Chinyere,Obi,M,1989-02-11,Marketing Executive,Savings
LA-012-1269,Adesanmi,Davies,M,1990-11-18,Data Analyst,Savings
KN-005-1004,Rukayat,Usman,M,2000-07-22,Student,Savings
LA-013-1176,Ayodele,Okonkwo,F,1981-08-18,Trader,Current
LA-002-1207,Bala,Oluwadare,F,1990-02-16,Software Developer,Savings
LA-014-1216,Ngozi,Onyeka,F,1962-03-01,Manager,Savings
RI-001-1061,Chidiebere,Pepple,M,1967-05-14,Health Professional,Current
LA-002-1081,Divine,Egbule,F,1968-05-29,Software Developer,Savings
KN-009-1022,Ismaila,Abdullahi,M,1984-06-20,Carpenter,Savings
LA-015-1164,Asabe,Ajayi,M,1986-11-01,Data Analyst,Savings
LA-010-1226,Ayodele,Okafor,M,1971-09-27,Electrician,Current
LA-010-1085,Amos,Okafor,F,1970-09-25,Manager,Savings
LA-010-1263,Adebowale,Jacob,M,1963-11-11,Manager,Savings
LA-010-1114,Akindele,Adebowale,M,1984-03-26,Accountant,Savings
LA-012-1016,Nkele,Nkele,F,1999-05-19,Student,Savings
LA-006-1213,Ayodele,Okoro,F,1972-01-17,Lawyer,Current
LA-010-1078,Idris,Oladele,M,1992-12-27,Data Analyst,Current
KN-006-1123,Nafisat,Sani,M,1990-01-16,Marketing Executive,Savings
KN-004-1194,Adamu,Bashir,F,1963-04-03,Health Professional,Savings
LA-008-1209,Oluwajoba,Okoro,F,1971-03-25,Marketing Executive,Current
LA-001-1141,Oluwatoyin,Adetunji,F,1989-11-10,Marketing Executive,Current
LA-004-1315,Omolara,Ugwu,M,1987-09-13,Factory Worker,Savings
KN-006-1087,Yakubu,Ahmad,M,1960-12-23,Marketing Executive,Savings
LA-001-1010,Confidence,Okoro,F,1986-02-05,Software Developer,Current
LA-012-1033,Oluwaseun,Akinwande,M,1982-07-22,Construction Worker,Current
LA-011-1270,Oluwaseun,Lawal,M,1970-04-08,Farmer,Current
KN-008-1184,Abdullahi,Rabi,F,1993-04-20,Human Resources Specialist,Savings
LA-004-1247,Alaba,Oladele,M,1982-04-16,Lawyer,Current
KN-005-1054,Umaru,Abdullahi,M,1998-09-25,Factory Worker,Current
LA-007-1103,Mosunmola,Oluwasegun,M,1979-08-10,Construction Worker,Current
KN-004-1191,Mustapha,Hafsatu,F,1978-01-21,Accountant,Current
LA-008-1204,Benjamin,Jimoh,F,1978-06-29,Engineer,Current
KN-008-1068,Rabi,Hassan,F,2003-01-06,Student,Savings
LA-002-1113,Asabe,Adetokunbo,M,1981-07-23,Human Resources Specialist,Savings
LA-003-1003,Benedict,Okafor,M,1977-03-29,Plumber,Savings
LA-014-1004,Bassey,Eyo,M,1987-12-05,Welder,Savings
LA-011-1206,Oluwayemisi,Famuyiwa,M,1989-03-25,Farmer,Current
RI-003-1067,Chukwuemeka,Wike,F,1981-08-29,Data Analyst,Savings
RI-002-1036,Ibinabo,Wike,F,1997-01-20,Data Analyst,Savings
KN-001-1026,Shehu,Ibrahim,M,1969-07-23,Carpenter,Current
KN-010-1102,Danladi,Mohammed,M,2004-03-04,Student,Savings
LA-012-1204,Chidiebere,Adeyemo,F,1982-10-17,Health Professional,Savings
LA-012-1126,Boluwatife,Lawal,F,1976-06-06,Manager,Savings
RI-004-1077,Ebuka,Akpobari,M,1977-11-28,Farmer,Savings
LA-002-1194,Aisha,Uzoma,M,2002-06-18,Student,Savings
LA-012-1015,Alao,Alausa,F,1963-01-25,Data Analyst,Savings
LA-009-1112,Chinedu,Okereke,M,2003-12-25,Student,Savings
RI-006-1117,Cynthia,Okon,F,1994-12-08,Lawyer,Savings
LA-009-1033,Aremu,Okafor,F,1980-07-17,Trader,Savings
LA-004-1061,Chiamaka,Okereke,M,1967-07-17,Lawyer,Current
KN-006-1215,Salisu,Hauwa,M,1957-04-28,Truck Driver,Savings
KN-002-1059,Adamu,Yusuf,M,1996-04-29,Accountant,Savings
LA-007-1251,Kikelomo,Adewumi,F,1974-05-02,Health Professional,Savings
LA-007-1039,Oladimeji,Aikhomu,F,1990-03-19,Engineer,Current
KN-007-1114,Rabi,Ahmed,M,1963-05-20,Human Resources Specialist,Current
LA-002-1115,Alao,Nwachukwu,M,1980-09-26,Manager,Current
LA-004-1267,Aremu,Niyi,F,2002-09-17,Student,Savings
LA-012-1234,Nkele,Nwankwo,M,1977-06-17,Health Professional,Savings
LA-011-1279,Adewale,Ibrahim,F,1986-01-31,Manager,Savings
KN-004-1145,Sadiq,Bashir,M,1982-06-30,Carpenter,Savings
LA-001-1095,Chukwudi,Oluwafemi,M,1970-12-03,Health Professional,Savings
KN-001-1115,Aliyu,Muhammad,F,1999-11-17,Student,Savings
LA-015-1072,Qudus,Bello,M,1995-04-20,Carpenter,Current
LA-011-1253,Nike,Oluwakemi,M,1982-09-29,Marketing Executive,Savings
LA-009-1173,Nifemi,Adebayo,F,1983-01-25,Software Developer,Current
LA-009-1150,Adedeji,Nwachukwu,F,1963-05-01,Accountant,Current
LA-015-1150,Seun,Omobolanle,M,1961-11-12,Marketing Executive,Current
LA-004-1184,Chidieze,Oluwabukola,M,1985-02-14,Manager,Current
LA-007-1095,Olufunmi,Adebiyi,M,1963-07-31,Plumber,Savings
KN-008-1109,Aisha,Farouk,M,1987-12-05,Lawyer,Current
LA-002-1114,Chukwuemeka,Adeola,F,1989-10-15,Lawyer,Savings
LA-006-1022,Nkem,Nkem,M,1998-03-31,Student,Savings
LA-009-1118,Babajide,Ilelaboye,M,1997-11-25,Marketing Executive,Savings
KN-001-1201,Rukayya,Abdulsalam,M,1989-03-24,Electrician,Savings
KN-003-1200,Shehu,Aisha,F,1978-02-19,Health Professional,Current
LA-011-1170,Anita,Nwosu,M,1980-09-13,Truck Driver,Current
LA-008-1058,Pelumi,Okoye,F,1959-01-24,Health Professional,Current
LA-009-1230,Chinazo,Adewale,F,1985-08-11,Software Developer,Savings
KN-002-1204,Mustapha,Amina,F,2003-11-07,Trader,Savings
LA-015-1226,Adeyinka,Adegoke,F,1991-05-13,Software Developer,Savings
LA-007-1283,Morounkola,Adebisi,M,1967-07-07,Truck Driver,Current
KN-003-1149,Halima,Abdulrahman,M,1972-02-12,Farmer,Current
LA-003-1163,Olamide,Onyeka,M,1969-08-08,Construction Worker,Current
KN-006-1156,Bashir,Rabi,F,1973-02-24,Accountant,Current
LA-008-1188,Alaba,Adebisi,M,1989-04-10,Electrician,Savings
LA-010-1068,Akeem,Eyo,F,1970-05-18,Trader,Savings
LA-015-1093,Cyril,Ugwu,F,1958-08-23,Trader,Current
LA-008-1059,Cyril,Oluwaseyi,M,2002-11-09,Student,Savings
KN-003-1090,Maryam,Lawal,F,1977-09-15,Accountant,Savings
LA-013-1099,Deborah,Adebowale,F,1988-10-21,Data Analyst,Savings
LA-008-1166,Ngozi,Akinola,F,1971-09-18,Data Analyst,Savings
LA-015-1230,Edwin,Jimoh,M,1969-02-07,Truck Driver,Current
KN-002-1002,Halima,Abubakar,M,1976-12-18,Truck Driver,Savings
LA-002-1228,Chisom,Bala,M,1986-10-01,Carpenter,Current
LA-006-1162,Efosa,Akinola,F,1984-10-04,Engineer,Current
KN-008-1091,Usman,Ahmad,M,1990-09-24,Human Resources Specialist,Current
KN-006-1230,Garba,Abdulsalam,M,1970-03-11,Welder,Current
LA-007-1054,Charles,Eko,M,1974-09-23,Welder,Savings
LA-002-1227,Ekele,Nwankwo,F,1984-03-26,Trader,Current
KN-004-1216,Khadija,Abdulaziz,M,1970-12-21,Engineer,Current
KN-001-1036,Abdulrahman,Ibrahim,F,1968-01-06,Marketing Executive,Current
KN-008-1113,Ali,Garba,M,1987-06-30,Lawyer,Current
LA-004-1178,Funmilayo,Adetayo,M,1981-12-29,Construction Worker,Savings
LA-009-1223,Damilare,Eze,M,1959-03-22,Human Resources Specialist,Current
RI-006-1089,Ugochukwu,Nwosu,F,1998-03-06,Student,Savings
LA-013-1010,Chukwudi,Eze,M,1990-06-27,Carpenter,Current
LA-008-1270,Benjamin,Adeyemo,F,1965-11-03,Health Professional,Savings
KN-002-1200,Abdulkadir,Habiba,F,1983-12-02,Trader,Savings
KN-009-1003,Usman,Ibrahim,F,1964-05-31,Marketing Executive,Savings
LA-005-1088,Adebowale,Ibe,F,1961-12-27,Manager,Current
KN-003-1109,Haruna,Bala,M,1957-04-29,Carpenter,Current
KN-006-1108,Nafisa,Usman,M,1970-08-25,Plumber,Savings
LA-010-1089,Beatrice,Oluwajoba,F,1961-05-12,Engineer,Savings
LA-007-1191,Clement,Okoye,F,1991-07-04,Manager,Savings
KN-008-1034,Ruqayya,Ali,M,1972-10-30,Carpenter,Current
LA-011-1286,Omotayo,Ekpoh,F,1970-11-09,Human Resources Specialist,Current
LA-009-1152,Azeez,Balogun,M,2002-08-09,Student,Savings
LA-009-1278,Deborah,Akinola,F,1990-01-12,Software Developer,Current
LA-011-1251,Nkem,Adebayo,M,1963-09-18,Human Resources Specialist,Current
LA-001-1061,Bernadine,Okafor,F,1992-06-15,Engineer,Current
KN-006-1064,Hauwa,Lawal,F,1961-10-30,Health Professional,Current
LA-015-1098,Olufunmi,Eze,M,2001-12-18,Student,Savings
LA-008-1147,Confidence,Oluwadamilola,F,1967-02-01,Engineer,Savings
LA-006-1219,Ben,Okonkwo,M,1972-08-18,Accountant,Current
KN-004-1037,Sani,Hassan,M,1990-05-07,Factory Worker,Savings
LA-003-1092,Zainab,Oladipo,F,1987-07-01,Data Analyst,Savings
LA-006-1014,Chidozie,Okafor,M,1972-02-08,Mechanic,Current
KN-006-1083,Fatima,Muhammad,F,1984-05-27,Engineer,Current
LA-011-1127,Aladejobi,Omotayo,F,1994-12-25,Data Analyst,Savings
KN-008-1092,Hauwa,Musa,M,1981-04-16,Carpenter,Savings
LA-012-1014,Akintunde,Akinyemi,M,1976-08-01,Accountant,Current
KN-001-1160,Mariam,Shehu,F,1979-08-08,Engineer,Savings
LA-011-1011,Kabirat,Ogunnaike,M,1988-07-14,Human Resources Specialist,Current
LA-001-1004,Bridget,Nwachukwu,F,1975-11-11,Data Analyst,Savings
LA-007-1015,Folasade,Ojo,M,1982-06-10,Truck Driver,Savings
LA-012-1216,Oluwatobi,Awosika,M,1991-01-16,Farmer,Savings
LA-013-1190,Oluwadamilola,Adeyemo,F,1996-01-02,Data Analyst,Current
LA-007-1195,Amos,Nnamdi,F,2001-07-01,Student,Savings
LA-012-1210,Kikelomo,Igwe,F,1979-02-14,Software Developer,Savings
KN-006-1173,Yakubu,Tijjani,F,2000-05-07,Trader,Current
KN-010-1050,Hafsatu,Bala,F,1957-01-04,Health Professional,Current
LA-003-1105,Babajide,Alade,M,1991-08-11,Mechanic,Savings
LA-001-1273,Alaba,Onyeka,F,1976-06-23,Lawyer,Savings
KN-002-1136,Bashir,Suleiman,M,1965-08-11,Health Professional,Current
KN-010-1017,Aliyu,Umaru,F,1976-09-28,Health Professional,Savings
LA-015-1047,Omololu,Nkem,M,1982-03-15,Construction Worker,Savings
LA-001-1002,Ali,Mohammed,M,1976-11-18,Software Developer,Current
LA-003-1047,Akinkunmi,Akindele,F,1994-02-14,Manager,Savings
LA-004-1123,Benedict,Akintola,F,1984-02-18,Accountant,Current
LA-012-1130,Destiny,Oguntade,F,1983-07-13,Lawyer,Savings
LA-008-1013,Babajide,Akande,M,2002-08-23,Student,Savings
LA-010-1134,Chukwuemeka,Nnamdi,M,1990-08-01,Carpenter,Current
LA-008-1011,Chidieze,Okafor,M,1995-01-19,Accountant,Current
LA-012-1111,Cornelius,Daramola,F,1960-03-04,Engineer,Current
LA-010-1023,Damilare,Daramola,M,1992-10-27,Lawyer,Current
KN-010-1005,Bashir,Yusuf,F,1969-05-03,Marketing Executive,Current
LA-013-1072,Jesutofunmi,Onyekwere,M,1963-08-02,Lawyer,Current
KN-010-1178,Hafsatu,Rabi,M,2003-12-28,Trader,Current
LA-004-1273,Fiyinfoluwa,Ogundele,F,1981-10-19,Health Professional,Current
LA-006-1149,Chiamaka,Adeyemo,F,1999-06-29,Student,Savings
LA-015-1044,Ajayi,Okoye,M,1957-07-01,Marketing Executive,Current
KN-008-1198,Aisha,Fadila,F,1967-12-22,Accountant,Savings
LA-008-1091,Adisa,Oluwapemi,M,1959-05-18,Truck Driver,Savings
LA-010-1278,Segun,Eze,M,1971-09-22,Software Developer,Current
LA-011-1120,Eniola,Okoye,F,1989-08-06,Software Developer,Current
LA-014-1167,Ngozi,Adejumo,M,1969-12-08,Construction Worker,Savings
LA-014-1193,Chinenye,Aregbesola,M,1993-03-04,Electrician,Savings
LA-014-1075,Niyi,Fatunmise,F,1997-02-22,Engineer,Savings
LA-014-1151,Ashimiyu,Okafor,M,1998-10-14,Student,Savings
LA-004-1198,Aremu,Ayodele,M,1980-02-26,Engineer,Savings
LA-009-1032,Jideofor,Okafor,M,1996-06-16,Factory Worker,Current
LA-005-1218,Omolara,Akintola,M,2008-09-11,Student,Savings
KN-010-1075,Mustapha,Musa,F,1976-08-30,Marketing Executive,Savings
KN-004-1075,Firdausi,Abdullahi,M,1964-09-04,Trader,Current
LA-011-1263,Eniola,Okonkwo,M,1985-12-22,Construction Worker,Savings
LA-002-1213,Nkechi,Adeyemo,F,1988-10-18,Trader,Current
